Animal ID,Description/Breed,Sex,Intake,Shelter County
A324833,FOX TERR SMOOTH/MIX,Spayed,OVER THE COUNTER,SoCo
A315281,DOMESTIC SH,Spayed,FLD_STRAY,SoCo
A234574,WELSH CORGI PEM/MIX,Neutered,OVER THE COUNTER,SoCo
A332253,PIT BULL/MIX,Neutered,FIELD,SoCo
A309081,GERM SHEPHERD/QUEENSLAND HEEL,Neutered,MUN_SHELT,SoCo
A345868,CHIHUAHUA SH/MIX,Neutered,MUN_SHELT,SoCo
A327818,PIT BULL,Male,FLD_ARREST,SoCo
A314805,PIT BULL,Neutered,FIELD,SoCo
A381691,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A325052,DOMESTIC MH,Female,FIELD,SoCo
A366721,PIT BULL/MIX,Male,FIELD,SoCo
A306394,PIT BULL,Spayed,FIELD,SoCo
A332995,GERM SHEPHERD,Neutered,FIELD,SoCo
A339555,GERM SHEPHERD/MIX,Male,FLD_ARREST,SoCo
A345726,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A379130,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A329331,ENG SPRNGR SPAN,Neutered,OVER THE COUNTER_OS,SoCo
A328947,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A390010,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A320283,PIT BULL/MIX,Neutered,OVER THE COUNTER,SoCo
A364987,CHIHUAHUA SH,Neutered,FIELD,SoCo
A324033,DOMESTIC MH,Female,FIELD,SoCo
A322218,DOMESTIC SH,Spayed,COMM CAT,SoCo
A390816,FRENCH BULLDOG,Male,OVER THE COUNTER,SoCo
A331527,DOMESTIC SH,Spayed,FLD_CORONR,SoCo
A321581,BOXER,Male,FIELD,SoCo
A092990,LABRADOR RETR/MIX,Male,FIELD,SoCo
A345466,GREAT DANE/MIX,Neutered,FIELD,SoCo
A315407,LABRADOR RETR/MIX,Female,FIELD,SoCo
A362423,LABRADOR RETR,Female,FIELD,SoCo
A245248,BORDER COLLIE,Spayed,FIELD,SoCo
A390368,LOP-MINI,Neutered,FIELD,SoCo
A264845,LABRADOR RETR,Neutered,OVER THE COUNTER,SoCo
A371249,ALASKAN HUSKY,Neutered,FIELD,SoCo
A338686,RABBIT SH,Unknown,BORN_HERE,SoCo
A309463,DOMESTIC SH,Spayed,COMM CAT,SoCo
A308892,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A323124,CHICKEN,Female,FIELD,SoCo
A326668,DOMESTIC MH,Female,FIELD,SoCo
A333821,DOMESTIC SH,Neutered,MUN_SHELT,SoCo
A372090,CHIHUAHUA SH,Neutered,FIELD,SoCo
A337562,POODLE TOY,Spayed,OVER THE COUNTER,SoCo
A313633,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A307625,DOMESTIC SH,Neutered,COMM CAT,SoCo
A320839,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A326769,MIN PINSCHER,Spayed,OVER THE COUNTER,SoCo
A353603,GERM SHEPHERD/MIX,Neutered,FIELD,SoCo
A339297,DOMESTIC SH,Unknown,COMM CAT,SoCo
A335479,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A393257,GOLDEN RETR,Neutered,FIELD,SoCo
A392208,DOBERMAN PINSCH,Spayed,FIELD,SoCo
A376328,DOMESTIC SH,Female,COMM CAT,SoCo
A365107,PIT BULL,Female,FIELD,SoCo
A329544,CHIHUAHUA SH/MIX,Spayed,FLD_ARREST,SoCo
A354676,CHIHUAHUA SH/MIX,Male,OVER THE COUNTER,SoCo
A354891,SIAMESE,Neutered,OVER THE COUNTER,SoCo
A339171,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A375716,DOMESTIC MH,Female,COMM CAT,SoCo
A281626,PUG/MIX,Male,FIELD,SoCo
A314274,GERM SHEPHERD,Neutered,FIELD,SoCo
A317002,OCICAT,Spayed,OVER THE COUNTER,SoCo
A266164,SIBERIAN HUSKY,Spayed,FIELD,SoCo
A326496,GOAT/PYGMY,Male,FIELD,SoCo
A343623,SIBERIAN HUSKY,Female,FIELD,SoCo
A329624,DOMESTIC MH,Neutered,FIELD,SoCo
A324710,DOMESTIC SH,Unknown,FIELD,SoCo
A389063,PARAKEET,Male,OVER THE COUNTER,SoCo
A313927,MASTIFF,Neutered,OVER THE COUNTER,SoCo
A370764,PIT BULL,Male,FIELD,SoCo
A390182,DOMESTIC SH,Male,VET_HOSP,SoCo
A308171,BORDER COLLIE/MIX,Female,FIELD,SoCo
A347875,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A343757,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A327931,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A311461,GERM SHEPHERD,Spayed,OVER THE COUNTER,SoCo
A381315,PIT BULL/MIX,Male,FIELD,SoCo
A314346,LABRADOR RETR/MIX,Neutered,VET_HOSP,SoCo
A393233,BEAGLE/PARSON RUSS TER,Female,FIELD,SoCo
A387076,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A373373,DOMESTIC SH,Neutered,FIELD,SoCo
A290112,TR WALKER HOUND/MIX,Neutered,OVER THE COUNTER,SoCo
A264333,AMERICAN STAFF,Female,FLD_HOSPTL,SoCo
A382199,CHIHUAHUA SH/MIX,Male,OVER THE COUNTER,SoCo
A362783,CHIHUAHUA SH,Male,OVER THE COUNTER,SoCo
A255430,CHIHUAHUA SH/MIX,Spayed,OVER THE COUNTER,SoCo
A266164,SIBERIAN HUSKY,Spayed,FIELD,SoCo
A346435,PIT BULL,Spayed,FIELD,SoCo
A342503,CHIHUAHUA SH,Neutered,FIELD,SoCo
A303562,DOMESTIC LH,Neutered,OVER THE COUNTER,SoCo
A317706,DOMESTIC SH,Neutered,FIELD,SoCo
A335114,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A326210,DOMESTIC SH,Spayed,FIELD,SoCo
A343152,DOMESTIC SH,Unknown,COMM CAT,SoCo
A302793,PIT BULL/MIX,Neutered,FIELD,SoCo
A354746,DOMESTIC LH,Neutered,OVER THE COUNTER,SoCo
A313268,DOMESTIC SH,Spayed,COMM CAT,SoCo
A310153,DOMESTIC SH,Spayed,FIELD,SoCo
A357538,DOMESTIC SH,Neutered,COMM CAT,SoCo
A333379,BORDER COLLIE/MIX,Spayed,PRIV_SHELT,SoCo
A382237,REX,Female,OVER THE COUNTER,SoCo
A352231,PIT BULL,Male,FIELD,SoCo
A306237,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A345551,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A352328,CHIHUAHUA SH/MIX,Female,FLD_HOSPTL,SoCo
A391693,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A338739,DOMESTIC SH,Neutered,FIELD,SoCo
A312919,DOMESTIC SH,Neutered,FIELD,SoCo
A386543,PIT BULL/MIX,Female,FIELD,SoCo
A386446,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A306233,DOMESTIC SH,Neutered,FIELD,SoCo
A258970,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A308288,DOMESTIC SH,Neutered,COMM CAT,SoCo
A360545,DOMESTIC SH,Neutered,FIELD,SoCo
A347568,LABRADOR RETR/MIX,Female,FIELD,SoCo
A343184,DOMESTIC SH,Neutered,FIELD,SoCo
A349265,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A353949,DOMESTIC SH,Female,FIELD,SoCo
A287935,ENG POINTER/MIX,Neutered,OVER THE COUNTER,SoCo
A372163,CHIHUAHUA LH,Neutered,FIELD,SoCo
A368001,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A356530,BOXER/MIX,Neutered,FIELD,SoCo
A340569,SIBERIAN HUSKY,Neutered,OVER THE COUNTER,SoCo
A343216,DACHSHUND/MIX,Spayed,FIELD,SoCo
A383934,PIT BULL/MIX,Neutered,FLD_ARREST,SoCo
A349950,GERM SHEPHERD,Male,OVER THE COUNTER,SoCo
A306279,LHASA APSO/MIX,Spayed,VET_HOSP,SoCo
A392283,BASSET HOUND,Female,OVER THE COUNTER,SoCo
A364794,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A370909,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A355196,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A389265,DOMESTIC SH,Unknown,FIELD,SoCo
A352633,LABRADOR RETR,Male,FIELD,SoCo
A388748,GOLDEN RETR/MIX,Neutered,FIELD,SoCo
A374803,DOMESTIC SH,Unknown,BORN_HERE,SoCo
A335002,GOOSE,Unknown,OVER THE COUNTER,SoCo
A349838,PIT BULL/MIX,Spayed,FIELD,SoCo
A294103,PIT BULL,Male,FLD_ARREST,SoCo
A354503,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A324482,CHIHUAHUA SH/MIX,Neutered,FIELD,SoCo
A340645,BEAGLE/MIX,Neutered,VET_HOSP,SoCo
A041645,LABRADOR RETR,Male,FIELD,SoCo
A392503,RAT TERRIER,Female,FLD_ARREST,SoCo
A348029,AUST KELPIE/MIX,Spayed,OVER THE COUNTER,SoCo
A357530,POMERANIAN/MIX,Neutered,FIELD,SoCo
A375862,CHICKEN,Female,FIELD,SoCo
A356459,PIT BULL,Spayed,FIELD,SoCo
A339403,GOLDEN RETR,Neutered,FIELD,SoCo
A038536,LABRADOR RETR,Neutered,FIELD,SoCo
A314828,LABRADOR RETR/GERM SHEPHERD,Spayed,FIELD,SoCo
A311279,DOMESTIC SH,Spayed,VET_HOSP,SoCo
A343185,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A316972,BORDER COLLIE/LABRADOR RETR,Neutered,FIELD,SoCo
A362209,BORDER COLLIE/MIX,Neutered,FIELD,SoCo
A308963,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A314525,PIT BULL/MIX,Male,FLD_ARREST,SoCo
A384157,PIG,Unknown,FIELD,SoCo
A313905,SHETLD SHEEPDOG,Male,OVER THE COUNTER_ARREST,SoCo
A310650,GERM SHEPHERD,Male,FIELD,SoCo
A373174,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A370619,PIT BULL,Female,OVER THE COUNTER,SoCo
A302040,PIT BULL/MIX,Neutered,FIELD,SoCo
A364908,SIAMESE/MIX,Male,OVER THE COUNTER,SoCo
A310047,PARSON RUSS TER,Neutered,OVER THE COUNTER,SoCo
A310824,WELSH CORGI PEM,Neutered,FIELD,SoCo
A327745,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A309589,DOMESTIC SH,Neutered,VET_HOSP,SoCo
A312649,LABRADOR RETR,Neutered,OVER THE COUNTER,SoCo
A357023,BORDER COLLIE/MIX,Neutered,OVER THE COUNTER,SoCo
A339245,DOMESTIC MH,Male,FIELD,SoCo
A384984,PIT BULL,Female,OVER THE COUNTER,SoCo
A301012,BORDER COLLIE,Neutered,OVER THE COUNTER,SoCo
A305375,CHIHUAHUA SH/MIX,Neutered,OVER THE COUNTER,SoCo
A300177,PIT BULL,Spayed,FIELD,SoCo
A317370,POODLE MIN,Neutered,OVER THE COUNTER,SoCo
A383119,DOMESTIC SH,Neutered,VET_HOSP,SoCo
A377521,CHIHUAHUA LH/MIX,Female,FLD_ARREST,SoCo
A310536,DOMESTIC LH,Neutered,COMM CAT,SoCo
A347934,DOMESTIC LH,Male,FIELD,SoCo
A343318,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A336625,CHIHUAHUA SH,Male,FIELD,SoCo
A325998,DOMESTIC SH,Spayed,FIELD,SoCo
A239551,REDBONE HOUND,Male,FIELD,SoCo
A324030,DOMESTIC SH,Spayed,FIELD,SoCo
A341322,DOMESTIC MH,Spayed,OVER THE COUNTER,SoCo
A289970,BULL TERRIER/MIX,Neutered,FIELD,SoCo
A372395,HAMSTER,Male,OVER THE COUNTER,SoCo
A313595,FOX TERR SMOOTH/MIX,Neutered,OVER THE COUNTER,SoCo
A365070,PIT BULL,Spayed,FIELD,SoCo
A356699,PIT BULL/MIX,Male,OVER THE COUNTER,SoCo
A307913,PIT BULL,Neutered,FLD_STRAY,SoCo
A254231,PIT BULL/ROTTWEILER,Neutered,OVER THE COUNTER,SoCo
A328615,ROTTWEILER,Male,FIELD,SoCo
A375071,PIT BULL/MIX,Neutered,PRIV_SHELT,SoCo
A312457,POODLE STND,Male,FLD_ARREST,SoCo
A312784,PIT BULL,Neutered,FIELD,SoCo
A356777,GOLDEN RETR,Male,FIELD,SoCo
A338179,SIAMESE,Spayed,COMM CAT,SoCo
A326159,DOMESTIC SH,Unknown,COMM CAT,SoCo
A335098,POODLE MIN,Female,OVER THE COUNTER,SoCo
A342598,PIT BULL,Male,FIELD,SoCo
A336442,CHIHUAHUA SH,Neutered,VET_HOSP,SoCo
A341857,BLACK MOUTH CUR/CATAHOULA,Spayed,OVER THE COUNTER,SoCo
A328014,FOX,Unknown,FLD_STRAY,SoCo
A334969,GERM SHEPHERD,Neutered,OVER THE COUNTER,SoCo
A348159,ROTTWEILER,Neutered,FIELD,SoCo
A311841,PIT BULL,Neutered,FIELD,SoCo
A321413,DOMESTIC MH,Unknown,COMM CAT,SoCo
A302225,CHICKEN,Male,FLD_CRUEL,SoCo
A390286,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A304254,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A392156,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A371253,PIT BULL,Male,OVER THE COUNTER,SoCo
A324885,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A369153,PIT BULL/MIX,Neutered,FLD_STRAY,SoCo
A364602,PARSON RUSS TER/MIX,Neutered,OVER THE COUNTER,SoCo
A390775,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A319433,DOMESTIC SH,Spayed,COMM CAT,SoCo
A364140,CHIHUAHUA SH,Male,FIELD,SoCo
A364003,AMER BULLDOG/PIT BULL,Neutered,FIELD,SoCo
A041390,YORKSHIRE TERR,Spayed,VET_HOSP,SoCo
A363823,ROTTWEILER,Female,PHONE,SoCo
A387376,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A298873,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A383876,DOMESTIC SH,Unknown,FIELD,SoCo
A296700,GERM SHEPHERD,Neutered,FIELD,SoCo
A390457,BEAGLE/MIX,Male,FLD_ARREST,SoCo
A373943,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A386106,BOXER,Neutered,FIELD,SoCo
A362029,BORDER COLLIE/MIX,Neutered,FIELD,SoCo
A345460,DOMESTIC SH,Unknown,COMM CAT,SoCo
A329645,CAIRN TERRIER/MIX,Spayed,FIELD,SoCo
A364001,LABRADOR RETR/MIX,Male,OVER THE COUNTER,SoCo
A390379,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A314119,CAVALIER SPAN/MIX,Neutered,OVER THE COUNTER,SoCo
A353346,GERM SHEPHERD,Male,FIELD,SoCo
A342086,GREAT DANE/MIX,Neutered,FIELD,SoCo
A307504,PAPILLON/CHIHUAHUA LH,Spayed,PRIV_SHELT,SoCo
A375534,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A310011,BORDER COLLIE/LABRADOR RETR,Neutered,FIELD_RETURN TO OWNER,SoCo
A317857,MALTESE/MIX,Neutered,FIELD,SoCo
A304898,RABBIT SH,Spayed,OVER THE COUNTER,SoCo
A339550,AUST CATTLE DOG/MIX,Male,FIELD,SoCo
A322742,DOMESTIC MH,Spayed,COMM CAT,SoCo
A390785,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A374782,DOMESTIC SH,Unknown,BORN_HERE,SoCo
A323079,POMERANIAN/MIX,Neutered,FIELD,SoCo
A312509,PARSON RUSS TER/MIX,Neutered,FLD_ARREST,SoCo
A390376,DOMESTIC LH,Unknown,COMM CAT,SoCo
A339598,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A021306,CHIHUAHUA SH,Male,FIELD,SoCo
A321699,CHICKEN,Male,FIELD,SoCo
A377134,CHICKEN,Female,FLD_ARREST,SoCo
A374889,GERM SHEPHERD,Female,FIELD,SoCo
A336491,POODLE MIN/MIX,Neutered,FIELD,SoCo
A375295,SIBERIAN HUSKY,Neutered,FIELD,SoCo
A376301,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A342305,BLACK/TAN HOUND/MIX,Male,FIELD,SoCo
A379730,BORDER COLLIE,Spayed,FIELD,SoCo
A382197,CHIHUAHUA SH,Male,OVER THE COUNTER,SoCo
A316848,RABBIT SH,Neutered,FIELD,SoCo
A374636,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A285247,AKITA,Female,FLD_ARREST,SoCo
A308217,DOMESTIC LH,Neutered,VET_HOSP,SoCo
A349076,POODLE TOY/MIX,Spayed,FLD_CRUEL,SoCo
A357528,DOMESTIC SH,Spayed,BORN_HERE,SoCo
A380009,ROTTWEILER/MIX,Neutered,FLD_STRAY,SoCo
A333253,PIT BULL,Neutered,FIELD,SoCo
A303341,AKITA,Spayed,FLD_ARREST,SoCo
A333065,PIT BULL,Male,VET_HOSP,SoCo
A388717,BOXER,Male,FLD_CORONR,SoCo
A388198,AMER ESKIMO/MIX,Male,FIELD,SoCo
A352331,CHIHUAHUA SH/MIX,Male,FLD_HOSPTL,SoCo
A329783,DOMESTIC SH,Neutered,FIELD,SoCo
A354671,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A339544,DOMESTIC SH,Female,FIELD,SoCo
A383269,PUG,Female,VET_HOSP,SoCo
A337982,DOMESTIC SH,Female,COMM CAT,SoCo
A276057,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A343237,PIT BULL,Neutered,FIELD,SoCo
A324612,HAMSTER,Male,OVER THE COUNTER,SoCo
A378344,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A354287,QUEENSLAND HEEL/MIX,Neutered,OVER THE COUNTER,SoCo
A343304,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A318361,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A282075,AUST SHEPHERD,Neutered,FIELD,SoCo
A381695,GERM SH POINT/MIX,Neutered,OVER THE COUNTER,SoCo
A332278,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A347376,SIBERIAN HUSKY,Male,FLD_CRUEL,SoCo
A333099,BRITTANY,Neutered,FLD_ARREST,SoCo
A311349,PIT BULL/MIX,Female,VET_HOSP,SoCo
A330898,PIT BULL/MIX,Neutered,FIELD,SoCo
A340100,CAIRN TERRIER/MIX,Neutered,OVER THE COUNTER,SoCo
A302699,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A324689,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A391950,PARSON RUSS TER/MIX,Neutered,OVER THE COUNTER,SoCo
A324951,CHIHUAHUA SH,Neutered,FIELD,SoCo
A306122,CHIHUAHUA LH,Spayed,OVER THE COUNTER,SoCo
A361098,CHIHUAHUA SH/PARSON RUSS TER,Neutered,OVER THE COUNTER,SoCo
A332369,LABRADOR RETR,Male,FIELD,SoCo
A373559,DOMESTIC SH,Spayed,FLD_CRUEL,SoCo
A354218,BAT,Unknown,FLD_STRAY,SoCo
A301957,AUST CATTLE DOG,Neutered,FIELD,SoCo
A353155,DOMESTIC MH,Spayed,COMM CAT,SoCo
A376829,BLUETICK HOUND,Male,FIELD,SoCo
A383078,PIT BULL,Neutered,FIELD,SoCo
A331290,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A353920,BULLMASTIFF/MIX,Neutered,FIELD,SoCo
A340089,DOMESTIC SH,Neutered,FIELD_RETURN TO OWNER,SoCo
A372120,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A289195,PIT BULL,Neutered,FIELD,SoCo
A373451,POODLE MIN/MIX,Neutered,OVER THE COUNTER,SoCo
A316567,CHIHUAHUA SH/MIX,Male,FIELD,SoCo
A326035,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A306998,CHIHUAHUA LH/MIX,Spayed,FIELD,SoCo
A305398,DOBERMAN PINSCH,Male,FIELD,SoCo
A344460,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A357592,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A384693,GERM SHEPHERD,Neutered,FLD_ARREST,SoCo
A384172,DOMESTIC SH,Neutered,COMM CAT,SoCo
A349275,CHIHUAHUA SH,Neutered,FIELD,SoCo
A311344,PIT BULL,Neutered,FIELD,SoCo
A303129,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A308977,DOMESTIC SH,Male,COMM CAT,SoCo
A382120,PIT BULL/LABRADOR RETR,Male,FIELD,SoCo
A390288,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A336103,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A317895,GERM SHEPHERD,Spayed,FIELD,SoCo
A392282,CAIRN TERRIER/MIX,Male,OVER THE COUNTER,SoCo
A299524,GERM SHEPHERD,Spayed,FIELD,SoCo
A339311,GOOSE,Unknown,FIELD,SoCo
A351069,LABRADOR RETR,Female,FLD_STRAY,SoCo
A380261,DOMESTIC SH,Unknown,COMM CAT,SoCo
A322624,DOMESTIC LH,Spayed,COMM CAT,SoCo
A330906,SHEEP,Male,FIELD,SoCo
A310353,DOMESTIC LH,Spayed,FIELD,SoCo
A288179,PIT BULL,Spayed,FIELD_RETURN TO OWNER,SoCo
A338009,BAT,Unknown,FIELD_OS,SoCo
A371055,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A298600,POMERANIAN,Female,FIELD,SoCo
A305167,CHIHUAHUA LH/FOX TERR WIRE,Neutered,FLD_ARREST,SoCo
A345996,POODLE STND,Female,FIELD,SoCo
A363299,LABRADOR RETR,Spayed,FIELD,SoCo
A302236,CHICKEN,Male,FLD_CRUEL,SoCo
A374329,BEAGLE/PUG,Neutered,FIELD,SoCo
A329123,POMERANIAN/ITAL GREYHOUND,Neutered,OVER THE COUNTER,SoCo
A387402,GERM SHEPHERD,Female,OVER THE COUNTER,SoCo
A386631,GERM SHEPHERD/MIX,Female,VET_HOSP,SoCo
A321768,PIT BULL/GERM SHEPHERD,Neutered,FIELD,SoCo
A311503,DOMESTIC SH,Spayed,COMM CAT,SoCo
A352222,DOMESTIC SH,Female,COMM CAT,SoCo
A312794,RAT,Female,OVER THE COUNTER,SoCo
A340342,DOMESTIC SH,Unknown,COMM CAT,SoCo
A390088,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A301954,AUST CATTLE DOG,Spayed,FIELD,SoCo
A362434,POODLE TOY/MIX,Female,FIELD,SoCo
A236090,CHIHUAHUA SH,Male,VET_HOSP,SoCo
A317430,PIT BULL,Female,OVER THE COUNTER,SoCo
A320057,SIBERIAN HUSKY,Spayed,FIELD,SoCo
A390178,DOMESTIC SH,Female,VET_HOSP,SoCo
A352564,CHIHUAHUA SH/MIX,Spayed,OVER THE COUNTER,SoCo
A327751,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A375998,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A301398,CHIHUAHUA SH/MIX,Spayed,FIELD,SoCo
A366519,BICHON FRISE/POODLE MIN,Neutered,OVER THE COUNTER_OS,SoCo
A361010,PIT BULL,Female,FIELD,SoCo
A322411,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A302609,SHIH TZU/MIX,Neutered,OVER THE COUNTER,SoCo
A376171,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A316518,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A301971,LABRADOR RETR/MIX,Neutered,OVER THE COUNTER,SoCo
A303193,QUEENSLAND HEEL/AUST SHEPHERD,Female,FLD_ARREST,SoCo
A334890,YORKSHIRE TERR/MIX,Female,FLD_CRUEL,SoCo
A357595,DOMESTIC SH,Spayed,BORN_HERE,SoCo
A349468,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A280198,SHETLD SHEEPDOG,Spayed,FIELD,SoCo
A339025,PIT BULL,Spayed,FIELD,SoCo
A326201,PARSON RUSS TER,Neutered,FIELD,SoCo
A311982,RABBIT SH,Spayed,FIELD,SoCo
A324780,DOMESTIC MH,Neutered,COMM CAT,SoCo
A328002,LABRADOR RETR/MIX,Neutered,FIELD,SoCo
A301710,PIT BULL,Neutered,FIELD,SoCo
A333248,CATAHOULA/MIX,Spayed,FIELD,SoCo
A313745,DOMESTIC SH,Spayed,COMM CAT,SoCo
A381277,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A384268,BORDER COLLIE/LABRADOR RETR,Neutered,FIELD,SoCo
A302010,DOMESTIC SH,Female,COMM CAT,SoCo
A296268,CHIHUAHUA LH/MIX,Neutered,FIELD,SoCo
A377582,CHIHUAHUA SH,Male,FIELD,SoCo
A362714,DOMESTIC SH,Female,FIELD,SoCo
A363746,DOMESTIC MH,Female,OVER THE COUNTER,SoCo
A018593,LABRADOR RETR/MIX,Neutered,FIELD,SoCo
A343796,PIT BULL,Male,FLD_ARREST,SoCo
A374745,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A341223,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A367708,DOMESTIC SH,Unknown,COMM CAT,SoCo
A390812,CATAHOULA,Neutered,FIELD,SoCo
A315623,SIAMESE/MIX,Neutered,OVER THE COUNTER,SoCo
A374728,PIT BULL/MIX,Neutered,FIELD,SoCo
A351322,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A387063,POMERANIAN/CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A313945,PIT BULL/MIX,Spayed,OVER THE COUNTER,SoCo
A323171,CAIRN TERRIER/MIX,Neutered,FIELD,SoCo
A312607,DOMESTIC SH,Neutered,COMM CAT,SoCo
A353924,CHIHUAHUA SH/MIX,Male,FLD_STRAY,SoCo
A371179,RAT,Unknown,OVER THE COUNTER,SoCo
A363875,DOMESTIC SH,Unknown,COMM CAT,SoCo
A321496,PIT BULL,Spayed,FIELD,SoCo
A277437,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A375081,LABRADOR RETR/WHIPPET,Female,PRIV_SHELT,SoCo
A360531,DOMESTIC SH,Neutered,COMM CAT,SoCo
A335620,PIT BULL/MIX,Spayed,FIELD,SoCo
A323206,DOMESTIC SH,Spayed,COMM CAT,SoCo
A316411,DOMESTIC SH,Neutered,FIELD,SoCo
A302485,CHICKEN,Male,FLD_CRUEL,SoCo
A341163,DOMESTIC SH,Neutered,FIELD,SoCo
A337047,DOMESTIC SH,Neutered,MUN_SHELT,SoCo
A307526,GUINEA PIG,Male,OVER THE COUNTER,SoCo
A354275,DOMESTIC SH,Unknown,COMM CAT,SoCo
A324153,HIMALAYAN,Spayed,VET_HOSP,SoCo
A391340,TURTLE,Female,FIELD,SoCo
A315117,CHIHUAHUA SH/MIX,Spayed,OVER THE COUNTER,SoCo
A364789,DOMESTIC SH,Neutered,FIELD,SoCo
A339895,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A384867,PIT BULL/MIX,Female,FIELD,SoCo
A382220,LABRADOR RETR/MIX,Spayed,FIELD,SoCo
A338050,RABBIT SH,Female,PRIV_SHELT,SoCo
A363685,PIT BULL,Spayed,FIELD,SoCo
A364963,ROTTWEILER,Female,VET_HOSP,SoCo
A345910,AUST SHEPHERD/MIX,Spayed,MUN_SHELT,SoCo
A307882,GERM SHEPHERD,Male,FIELD_RETURN TO OWNER,SoCo
A378361,RABBIT SH,Spayed,OVER THE COUNTER,SoCo
A372738,CHIHUAHUA SH,Neutered,FIELD,SoCo
