Animal ID,Description/Breed,Sex,Intake,Shelter County
A316671,PIT BULL/MIX,Spayed,FIELD,SoCo
A399397,CHIHUAHUA SH,Female,FIELD,SoCo
A397532,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A399114,REX,Male,FIELD,SoCo
A399067,PIT BULL,Neutered,FLD_ARREST,SoCo
A398919,CHIHUAHUA SH,Male,FIELD,SoCo
A400394,BOXER,Male,FIELD,SoCo
A400899,DOMESTIC SH,Spayed,PHONE,SoCo
A400592,GREAT PYRENEES,Female,FIELD,SoCo
A400235,GERM SHEPHERD,Female,OVER THE COUNTER,SoCo
A394526,SIBERIAN HUSKY,Male,FIELD,SoCo
A400377,DOMESTIC SH,Spayed,PHONE,SoCo
A400445,GERM SHEPHERD/MIX,Spayed,FIELD,SoCo
A400972,GERM SHEPHERD/MIX,Female,FIELD,SoCo
A394191,DOBERMAN PINSCH/MIX,Male,OVER THE COUNTER,SoCo
A229011,POODLE MIN/MIX,Neutered,OVER THE COUNTER_OWNED,SoCo
A389077,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A400558,GOAT,Female,FIELD,SoCo
A400962,DOMESTIC SH,Female,FIELD,SoCo
A393414,GERM SHEPHERD,Female,FIELD,SoCo
A396571,CHIHUAHUA SH,Neutered,VET_HOSP,SoCo
A315499,LABRADOR RETR/MIX,Neutered,VET_HOSP,SoCo
A315499,LABRADOR RETR/MIX,Neutered,FIELD,SoCo
A315499,LABRADOR RETR/MIX,Neutered,FIELD,SoCo
A393952,FOX TERR SMOOTH/BORDER COLLIE,Male,FIELD,SoCo
A393953,FOX TERR SMOOTH/BORDER COLLIE,Male,FIELD,SoCo
A334952,LABRADOR RETR/MIX,Neutered,FIELD,SoCo
A394202,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A387073,SIBERIAN HUSKY/MIX,Female,OVER THE COUNTER,SoCo
A326625,AUST CATTLE DOG/MIX,Neutered,OVER THE COUNTER,SoCo
A399479,BORDER COLLIE/MIX,Unknown,FIELD,SoCo
A399382,PIT BULL,Female,PHONE,SoCo
A331818,BORDER COLLIE/GREAT PYRENEES,Neutered,FIELD,SoCo
A399418,PIT BULL,Male,FLD_ARREST,SoCo
A399430,GERM SHEPHERD,Female,OVER THE COUNTER,SoCo
A393524,AUST CATTLE DOG,Neutered,FIELD,SoCo
A393954,FOX TERR SMOOTH/BORDER COLLIE,Male,FIELD,SoCo
A389249,PIT BULL,Male,FIELD,SoCo
A398824,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A400375,DOMESTIC SH,Spayed,PHONE,SoCo
A400971,GERM SHEPHERD/MIX,Female,FIELD,SoCo
A330162,ROTTWEILER,Male,FIELD,SoCo
A298842,LABRADOR RETR,Spayed,OVER THE COUNTER,SoCo
A399404,LHASA APSO/MIX,Male,FIELD,SoCo
A334952,LABRADOR RETR/MIX,Neutered,FIELD,SoCo
A398826,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A386179,BELG MALINOIS,Spayed,FIELD_RETURN TO OWNER,SoCo
A395236,POODLE MIN/MIX,Neutered,FIELD,SoCo
A396163,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A396183,DOMESTIC SH,Spayed,COMM CAT,SoCo
A311271,GERM SHEPHERD,Spayed,FIELD,SoCo
A396324,BORDER COLLIE,Male,FIELD,SoCo
A291255,LHASA APSO/CAIRN TERRIER,Neutered,OVER THE COUNTER,SoCo
A396139,CHIHUAHUA SH/MIX,Spayed,FLD_HOSPTL,SoCo
A376095,SIBERIAN HUSKY,Male,FIELD,SoCo
A292512,GERM SHEPHERD,Spayed,FIELD,SoCo
A333402,TR WALKER HOUND,Spayed,OVER THE COUNTER,SoCo
A395991,CHIHUAHUA SH,Female,FIELD,SoCo
A395973,PIT BULL,Female,FIELD,SoCo
A396100,LHASA APSO/MIX,Female,OVER THE COUNTER,SoCo
A396884,PIT BULL/MIX,Neutered,FIELD,SoCo
A331865,GERM SHEPHERD,Neutered,OVER THE COUNTER,SoCo
A317014,LEONBERGER/MIX,Neutered,OVER THE COUNTER,SoCo
A399429,BAT,Unknown,FLD_ARREST,SoCo
A393618,GERM SHEPHERD/MIX,Neutered,FIELD,SoCo
A399531,DOMESTIC SH,Spayed,PHONE,SoCo
A400100,ABYSSINIAN/MIX,Neutered,FIELD,SoCo
A389077,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A288342,PUG,Neutered,FIELD,SoCo
A359646,PIT BULL,Female,FIELD,SoCo
A400902,GERM SHEPHERD,Spayed,FLD_ARREST,SoCo
A393500,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A300956,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A306388,DOBERMAN PINSCH,Neutered,OVER THE COUNTER,SoCo
A399499,BAT,Unknown,FIELD,SoCo
A400981,SHIH TZU/MIX,Female,FIELD,SoCo
A393989,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A374864,PIT BULL,Neutered,FIELD,SoCo
A397516,DOMESTIC SH,Male,FIELD,SoCo
A400695,CHIHUAHUA SH,Male,OVER THE COUNTER,SoCo
A311271,GERM SHEPHERD,Spayed,FIELD,SoCo
A396931,DOMESTIC SH,Female,FIELD,SoCo
A397517,DOMESTIC SH,Male,FIELD,SoCo
A393903,RABBIT LH,Female,OVER THE COUNTER,SoCo
A397505,DOMESTIC MH,Unknown,FIELD,SoCo
A400793,CHIHUAHUA SH/MIX,Neutered,FLD_CRUEL,SoCo
A400980,BAT,Unknown,FIELD,SoCo
A400624,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A344690,PIT BULL/MIX,Spayed,FIELD,SoCo
A366523,POODLE MIN/MIX,Spayed,FIELD,SoCo
A396362,SHIH TZU,Male,FIELD,SoCo
A396158,PIT BULL/MIX,Neutered,OVER THE COUNTER,SoCo
A396118,POINTER/MIX,Male,OVER THE COUNTER,SoCo
A393604,GERM SHEPHERD/BELG MALINOIS,Spayed,OVER THE COUNTER,SoCo
A401009,GUINEA PIG,Male,OVER THE COUNTER,SoCo
A401005,CHIHUAHUA SH/MIX,Male,FIELD,SoCo
A397523,BOSTON TERRIER,Neutered,FLD_ARREST,SoCo
A400853,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A400880,DOMESTIC MH,Spayed,FIELD,SoCo
A400982,PIT BULL/MIX,Female,OVER THE COUNTER,SoCo
A400715,CHIHUAHUA SH,Male,FIELD,SoCo
A397557,DOMESTIC SH,Neutered,VET_HOSP,SoCo
A400926,PIT BULL/MIX,Spayed,OVER THE COUNTER,SoCo
A400712,ALASKAN HUSKY,Male,FIELD,SoCo
A401007,BAT,Male,FIELD,SoCo
A401006,COCKER SPAN/MIX,Male,FIELD,SoCo
A400655,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A322201,BOXER/PIT BULL,Neutered,FIELD,SoCo
A394907,ROTTWEILER,Female,FIELD,SoCo
A312984,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A395695,GOAT,Unknown,FIELD,SoCo
A312984,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A393929,DUCK,Male,FIELD,SoCo
A363906,PARSON RUSS TER/MIX,Neutered,FIELD,SoCo
A395694,GOAT,Unknown,FIELD,SoCo
A397976,DOMESTIC SH,Unknown,PHONE,SoCo
A398855,DOMESTIC SH,Female,PHONE,SoCo
A362209,BORDER COLLIE/MIX,Neutered,OVER THE COUNTER,SoCo
A399357,DOMESTIC SH,Neutered,FIELD,SoCo
A399500,DOMESTIC SH,Spayed,FIELD,SoCo
A397978,DOMESTIC SH,Unknown,PHONE,SoCo
A394235,DOMESTIC LH,Spayed,FIELD,SoCo
A374536,PIT BULL,Neutered,FLD_ARREST,SoCo
A401011,MASTIFF/MIX,Male,FIELD,SoCo
A401030,DOMESTIC SH,Male,FIELD,SoCo
A394392,DOMESTIC SH,Neutered,FIELD,SoCo
A400156,MANX/MIX,Male,PHONE,SoCo
A398053,DOMESTIC LH,Unknown,PHONE,SoCo
A401027,DOMESTIC SH,Female,FIELD,SoCo
A401028,DOMESTIC SH,Female,FIELD,SoCo
A399487,BORDER COLLIE,Female,FIELD,SoCo
A397975,DOMESTIC SH,Female,PHONE,SoCo
A397977,DOMESTIC SH,Unknown,PHONE,SoCo
A400514,SIAMESE,Male,PHONE,SoCo
A249947,PARSON RUSS TER/CHIHUAHUA SH,Neutered,FIELD,SoCo
A393895,PIT BULL,Neutered,FIELD,SoCo
A396385,YORKSHIRE TERR,Female,VET_HOSP,SoCo
A397783,DOMESTIC SH,Female,PHONE,SoCo
A398052,DOMESTIC LH,Unknown,PHONE,SoCo
A400674,DOMESTIC SH,Neutered,FIELD,SoCo
A401029,DOMESTIC SH,Female,FIELD,SoCo
A398051,DOMESTIC LH,Unknown,PHONE,SoCo
A398842,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A397839,DOMESTIC SH,Male,PHONE,SoCo
A398856,DOMESTIC SH,Male,PHONE,SoCo
A397782,DOMESTIC SH,Male,PHONE,SoCo
A397903,DOMESTIC SH,Male,PHONE,SoCo
A397543,GERM SHEPHERD/MIX,Spayed,PHONE,SoCo
A367695,BLACK/TAN HOUND,Spayed,OVER THE COUNTER,SoCo
A400631,CHIHUAHUA SH,Female,FIELD,SoCo
A328759,PIT BULL/MIX,Spayed,FLD_ARREST,SoCo
A400374,DOMESTIC SH,Spayed,PHONE,SoCo
A310572,BOXER/ENG FOXHOUND,Neutered,FIELD,SoCo
A400865,PIT BULL,Female,OVER THE COUNTER,SoCo
A400921,CATAHOULA,Male,FIELD,SoCo
A400965,AMER BULLDOG/MIX,Neutered,FIELD,SoCo
A307597,AMER ESKIMO,Male,FIELD,SoCo
A365541,PIT BULL/MIX,Spayed,FIELD,SoCo
A394409,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A394364,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A394420,PIT BULL/MIX,Male,OVER THE COUNTER,SoCo
A366691,AMER ESKIMO,Female,FIELD,SoCo
A400878,WELSH CORGI CAR/MIX,Male,FLD_ARREST,SoCo
A401010,GUINEA PIG,Male,OVER THE COUNTER,SoCo
A400378,DOMESTIC SH,Spayed,PHONE,SoCo
A394225,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A401032,DOMESTIC SH,Female,FIELD,SoCo
A300911,PAPILLON/CHIHUAHUA LH,Neutered,OVER THE COUNTER,SoCo
A394221,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A394222,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A393604,GERM SHEPHERD/BELG MALINOIS,Spayed,OVER THE COUNTER,SoCo
A394224,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A271008,ENG COONHOUND,Neutered,FIELD,SoCo
A345442,PARSON RUSS TER/CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A302290,BULL TERRIER,Spayed,OVER THE COUNTER,SoCo
A401058,IRISH TERRIER,Male,PHONE,SoCo
A396291,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A400373,DOMESTIC SH,Spayed,PHONE,SoCo
A331564,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A388830,PIT BULL,Male,FIELD,SoCo
A399514,DOMESTIC SH,Female,PHONE,SoCo
A400986,DOMESTIC SH,Unknown,PHONE,SoCo
A400984,DOMESTIC SH,Unknown,PHONE,SoCo
A399515,DOMESTIC SH,Male,PHONE,SoCo
A400627,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A400625,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A397430,GERM SHEPHERD,Female,FIELD,SoCo
A343884,BULL TERRIER,Neutered,FIELD,SoCo
A397518,DOMESTIC SH,Male,FLD_STRAY,SoCo
A343861,CHIHUAHUA SH/MIX,Spayed,FIELD,SoCo
A352775,BLACK/TAN HOUND,Spayed,FIELD_RETURN TO OWNER,SoCo
A320899,BOXER,Spayed,FIELD,SoCo
A376296,ALASKAN HUSKY,Male,FIELD,SoCo
A384918,FRENCH BULLDOG,Male,FLD_CRUEL,SoCo
A377585,DOMESTIC SH,Unknown,FLD_STRAY,SoCo
A401059,IRISH TERRIER,Male,PHONE,SoCo
A401025,PIT BULL/MIX,Male,FIELD,SoCo
A348051,PIT BULL,Female,FIELD,SoCo
A344446,CHIHUAHUA SH/MIX,Neutered,VET_HOSP,SoCo
A320951,LABRADOR RETR/POODLE STND,Female,FIELD,SoCo
A394233,CHIHUAHUA LH,Male,FIELD,SoCo
A399513,DOMESTIC SH,Female,PHONE,SoCo
A384281,WEIMARANER,Neutered,FLD_HOSPTL,SoCo
A260838,RHOD RIDGEBACK/GERM SHEPHERD,Neutered,FIELD,SoCo
A399516,DOMESTIC SH,Male,PHONE,SoCo
A400328,SIBERIAN HUSKY/MIX,Male,FIELD,SoCo
A400985,DOMESTIC SH,Unknown,PHONE,SoCo
A401053,SIBERIAN HUSKY,Male,FIELD,SoCo
A401065,PIT BULL/MIX,Female,FIELD,SoCo
A400983,DOMESTIC SH,Female,PHONE,SoCo
A400852,DOMESTIC MH,Spayed,OVER THE COUNTER,SoCo
A384281,WEIMARANER,Neutered,FLD_HOSPTL,SoCo
A318637,CHIHUAHUA SH,Spayed,OVER THE COUNTER,SoCo
A375648,SIBERIAN HUSKY,Female,OVER THE COUNTER,SoCo
A366740,SIBERIAN HUSKY,Male,FIELD_RETURN TO OWNER,SoCo
A342285,BULL TERRIER,Female,FLD_CORONR,SoCo
A271008,ENG COONHOUND,Neutered,FIELD,SoCo
A401043,BENGAL,Female,PHONE,SoCo
A397586,POODLE MIN,Female,FIELD,SoCo
A399444,CHINESE SHARPEI/DACHSHUND,Male,FIELD,SoCo
A396393,BULL TERRIER,Male,FIELD_OS,SoCo
A397543,GERM SHEPHERD/MIX,Spayed,OVER THE COUNTER,SoCo
A396970,PIT BULL/MIX,Neutered,FIELD,SoCo
A397474,DOBERMAN PINSCH,Neutered,VET_HOSP,SoCo
A396382,BOSTON TERRIER,Neutered,VET_HOSP,SoCo
A397546,GERM SHEPHERD,Male,FLD_ARREST,SoCo
A323425,PIT BULL/MIX,Spayed,FIELD,SoCo
A397589,YORKSHIRE TERR,Neutered,OVER THE COUNTER,SoCo
A369120,DOMESTIC MH,Neutered,OVER THE COUNTER,SoCo
A345575,SIBERIAN HUSKY,Neutered,FIELD,SoCo
A396382,BOSTON TERRIER,Neutered,FIELD,SoCo
A397620,DOMESTIC SH,Spayed,VET_HOSP,SoCo
A307887,GERM SH POINT,Spayed,OVER THE COUNTER,SoCo
A396602,GERM SHEPHERD,Male,FIELD,SoCo
A396416,BAT,Unknown,FLD_STRAY,SoCo
A396289,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A351840,POMERANIAN,Neutered,FIELD,SoCo
A322552,WELSH CORGI CAR,Spayed,VET_HOSP,SoCo
A355962,GERM SH POINT,Neutered,FIELD,SoCo
A365529,POINTER/MIX,Spayed,FIELD,SoCo
A303694,PARSON RUSS TER,Spayed,PRIV_SHELT,SoCo
A369127,DOBERMAN PINSCH,Male,FLD_CRUEL,SoCo
A399547,CHIHUAHUA LH/MIX,Female,FLD_ARREST,SoCo
A395728,GERM SHEPHERD,Spayed,FIELD,SoCo
A366821,PIT BULL,Female,MUN_SHELT,SoCo
A396303,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A396290,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A396136,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A399533,DOMESTIC MH,Spayed,OVER THE COUNTER,SoCo
A399369,PARAKEET,Male,FIELD,SoCo
A399098,PIT BULL,Female,FLD_ARREST,SoCo
A399911,SIAMESE/MIX,Neutered,PHONE,SoCo
A399912,BAT,Unknown,FIELD,SoCo
A398860,PIT BULL/MIX,Female,FIELD,SoCo
A376829,BLUETICK HOUND,Male,VET_HOSP,SoCo
A397599,QUEENSLAND HEEL,Neutered,OVER THE COUNTER,SoCo
A361461,MIN PINSCHER,Neutered,VET_HOSP,SoCo
A397569,DOMESTIC SH,Neutered,FIELD,SoCo
A316946,RAT TERRIER,Neutered,OVER THE COUNTER,SoCo
A316712,DOMESTIC SH,Spayed,FLD_CORONR,SoCo
A397644,AMERICAN STAFF,Neutered,FIELD,SoCo
A309781,PIT BULL,Neutered,OVER THE COUNTER,SoCo
A319696,PIT BULL,Female,FIELD,SoCo
A326620,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A395731,GERM SHEPHERD/SIBERIAN HUSKY,Neutered,FIELD,SoCo
A319552,DOMESTIC MH,Unknown,FIELD,SoCo
A393400,ALASKAN HUSKY/GERM SHEPHERD,Male,FIELD,SoCo
A391157,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A377212,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A391968,DOMESTIC SH,Neutered,FLD_STRAY,SoCo
A358655,DOMESTIC SH,Male,FIELD,SoCo
A323938,YORKSHIRE TERR/CAVALIER SPAN,Female,OVER THE COUNTER,SoCo
A387383,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A353322,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A366757,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A382198,CHIHUAHUA SH/MIX,Neutered,OVER THE COUNTER,SoCo
A375355,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A356740,DOMESTIC SH,Female,FIELD,SoCo
A375996,CHIHUAHUA SH/PIT BULL,Spayed,OVER THE COUNTER,SoCo
A323929,GUINEA PIG,Female,OVER THE COUNTER,SoCo
A308414,PIT BULL,Neutered,FIELD,SoCo
A337468,PIT BULL/ITAL GREYHOUND,Spayed,OVER THE COUNTER,SoCo
A381966,BORDER COLLIE/MIX,Male,VET_HOSP,SoCo
A396424,AUST SHEPHERD,Male,FIELD,SoCo
A342054,PIT BULL/MIX,Spayed,FIELD,SoCo
A396153,GOAT/BOER,Female,FIELD,SoCo
A390883,WELSH CORGI CAR/MIX,Male,OVER THE COUNTER,SoCo
A386296,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A391606,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A331450,SIBERIAN HUSKY,Neutered,FIELD,SoCo
A396230,SC WHEAT TERR/MIX,Spayed,FIELD,SoCo
A314464,LABRADOR RETR/SIBERIAN HUSKY,Spayed,FIELD,SoCo
A396730,PIT BULL/MIX,Male,FIELD,SoCo
A363654,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A384527,CHIHUAHUA SH/MIX,Male,FIELD,SoCo
A374585,DOMESTIC SH,Male,FIELD,SoCo
A396309,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A397632,CATAHOULA/LABRADOR RETR,Male,FIELD,SoCo
A396308,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A396151,GOAT/BOER,Female,FIELD,SoCo
A392084,GERM SHEPHERD,Male,FIELD,SoCo
A332828,PIT BULL/MIX,Spayed,FIELD,SoCo
A375909,PIT BULL,Spayed,FIELD_RETURN TO OWNER,SoCo
A340176,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A295171,BEAGLE/GERM SHEPHERD,Neutered,OVER THE COUNTER,SoCo
A396152,GOAT/BOER,Female,FIELD,SoCo
A396150,GOAT,Neutered,FIELD,SoCo
A393431,MASTIFF/MIX,Neutered,OVER THE COUNTER,SoCo
A375653,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A374768,BOXER/LABRADOR RETR,Neutered,FIELD,SoCo
A391119,DOMESTIC LH,Unknown,OVER THE COUNTER,SoCo
A388039,DOMESTIC MH,Female,OVER THE COUNTER,SoCo
A319506,DOMESTIC MH,Unknown,FIELD,SoCo
A304357,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A363657,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A326305,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A327927,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A397665,OPOSSUM,Unknown,FLD_STRAY,SoCo
A370570,PIT BULL,Spayed,FIELD,SoCo
A339915,GREAT DANE,Neutered,OVER THE COUNTER,SoCo
A397597,BENGAL,Neutered,PHONE,SoCo
A370570,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A372085,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A309391,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A370130,CHIHUAHUA SH,Female,FIELD,SoCo
A397585,DOMESTIC SH,Female,FIELD,SoCo
A308646,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A319821,DOMESTIC SH,Unknown,BORN_HERE,SoCo
A360778,PIT BULL,Neutered,RESCUE_GRP,SoCo
A281944,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A393379,PIT BULL,Spayed,FIELD,SoCo
A373243,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A398763,FOX TERR SMOOTH/MIX,Male,FIELD,SoCo
A353711,SIAMESE,Female,OVER THE COUNTER,SoCo
A353706,SIAMESE,Male,OVER THE COUNTER,SoCo
A298979,CHIHUAHUA SH,Male,FIELD,SoCo
A377244,ROTTWEILER,Female,OVER THE COUNTER,SoCo
A343212,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A370172,DOMESTIC SH,Spayed,FIELD,SoCo
A372748,DOMESTIC SH,Unknown,FIELD,SoCo
A388107,DOMESTIC LH,Female,OVER THE COUNTER,SoCo
A323167,PIT BULL/MIX,Neutered,OVER THE COUNTER,SoCo
A391947,CHIHUAHUA SH,Neutered,OVER THE COUNTER,SoCo
A363718,POODLE TOY,Male,OVER THE COUNTER,SoCo
A355226,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A312250,POODLE MIN/MIX,Neutered,OVER THE COUNTER,SoCo
A377788,CHIHUAHUA SH/MIX,Female,OVER THE COUNTER,SoCo
A397845,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A377786,GERM SHEPHERD/MIX,Spayed,OVER THE COUNTER,SoCo
A369169,ENGLISH SPOT/MIX,Unknown,BORN_HERE,SoCo
A340172,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A392039,CHIHUAHUA LH,Female,FIELD,SoCo
A391906,PARSON RUSS TER/MIX,Female,OVER THE COUNTER,SoCo
A388783,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A398371,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A388760,DOMESTIC SH,Unknown,VET_HOSP,SoCo
A393390,REDBONE HOUND/MIX,Male,FIELD,SoCo
A374550,LABRADOR RETR/SIBERIAN HUSKY,Spayed,OVER THE COUNTER,SoCo
A391883,CAIRN TERRIER/MIX,Male,OVER THE COUNTER,SoCo
A353909,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A321460,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A392113,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A386629,DACHSHUND/MIX,Female,VET_HOSP,SoCo
A335534,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A397664,PIT BULL,Male,FLD_ARREST,SoCo
A352715,PIT BULL,Male,FIELD,SoCo
A391922,DOMESTIC LH,Male,OVER THE COUNTER,SoCo
A384443,PIT BULL,Spayed,OVER THE COUNTER,SoCo
A369164,ENGLISH SPOT/MIX,Unknown,BORN_HERE,SoCo
A336568,DOMESTIC SH,Male,VET_HOSP,SoCo
A395690,BORDER COLLIE,Neutered,FIELD,SoCo
A312216,CHIHUAHUA SH/TERRIER,Spayed,FIELD,SoCo
A375993,DOMESTIC SH,Male,OVER THE COUNTER,SoCo
A383090,TIBETAN TERR/MIX,Spayed,OVER THE COUNTER,SoCo
A382183,SIBERIAN HUSKY,Spayed,FIELD,SoCo
A390992,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A375501,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A396970,PIT BULL/MIX,Neutered,FIELD,SoCo
A396712,GERM SHEPHERD/SIBERIAN HUSKY,Neutered,FIELD,SoCo
A392045,PIT BULL,Male,FIELD,SoCo
A375441,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A377211,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A396450,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A301252,FOX TERR SMOOTH/MIX,Neutered,PRIV_SHELT,SoCo
A374634,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A396271,DOMESTIC LH,Male,FIELD,SoCo
A386290,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A381308,MANCHESTER TERR,Male,OVER THE COUNTER,SoCo
A396167,DOMESTIC LH,Neutered,FIELD,SoCo
A319819,DOMESTIC SH,Unknown,BORN_HERE,SoCo
A396447,DOMESTIC MH,Unknown,OVER THE COUNTER,SoCo
A396153,GOAT/BOER,Female,FIELD,SoCo
A396449,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A382038,CAIRN TERRIER/MIX,Male,FIELD,SoCo
A309293,DOMESTIC SH,Female,VET_HOSP,SoCo
A396300,PIGEON,Unknown,OVER THE COUNTER,SoCo
A393880,PARSON RUSS TER/MIX,Neutered,FLD_ARREST,SoCo
A396150,GOAT,Neutered,FIELD,SoCo
A375570,PIT BULL/MIX,Spayed,OVER THE COUNTER,SoCo
A396310,DOMESTIC SH,Neutered,OVER THE COUNTER,SoCo
A396306,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A396151,GOAT/BOER,Female,FIELD,SoCo
A396152,GOAT/BOER,Female,FIELD,SoCo
A373947,CAIRN TERRIER/MIX,Neutered,FIELD_OS,SoCo
A375619,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A301252,FOX TERR SMOOTH/MIX,Neutered,FIELD,SoCo
A368132,PIT BULL,Female,FIELD,SoCo
A383581,PIT BULL/MIX,Spayed,OVER THE COUNTER,SoCo
A353466,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A393283,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A311352,DOMESTIC MH,Female,VET_HOSP,SoCo
A321323,POODLE TOY,Neutered,FIELD,SoCo
A305289,HAMSTER,Female,OVER THE COUNTER,SoCo
A363584,MALTESE/POODLE MIN,Neutered,OVER THE COUNTER,SoCo
A311113,BORDER COLLIE,Neutered,OVER THE COUNTER,SoCo
A354222,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A353998,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A360535,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A341252,DOMESTIC LH,Spayed,OVER THE COUNTER,SoCo
A356369,RABBIT SH,Female,OVER THE COUNTER,SoCo
A351053,DOMESTIC SH,Female,FIELD,SoCo
A261976,CAIRN TERRIER/MIX,Spayed,FIELD,SoCo
A369162,ENGLISH SPOT/MIX,Unknown,BORN_HERE,SoCo
A358638,DOMESTIC SH,Female,OVER THE COUNTER,SoCo
A326619,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A396484,LABRADOR RETR/MIX,Male,FIELD,SoCo
A377472,CHIHUAHUA SH,Male,FIELD,SoCo
A396210,SIBERIAN HUSKY,Neutered,FIELD,SoCo
A396305,DOMESTIC SH,Spayed,OVER THE COUNTER,SoCo
A396259,CHIHUAHUA SH/MIX,Spayed,FIELD,SoCo
A308464,MALTESE,Spayed,FIELD,SoCo
A235023,BEAGLE/MIX,Neutered,FIELD,SoCo
A396491,DOMESTIC SH,Unknown,OVER THE COUNTER,SoCo
A302013,CATAHOULA/ROTTWEILER,Neutered,OVER THE COUNTER,SoCo
